SerialNumber,WentLiveOn
VSH320777,11/29/2018
VSH400390,11/30/2018
VSH321454,11/30/2018
VSH321522,11/30/2018
VSH321529,11/30/2018
VSH209546,11/30/2018
VSH313318,11/30/2018
VSH321132,12/3/2018
VSH321335,12/3/2018
VSH321476_OLD,12/3/2018
VSH321366,12/3/2018
VSH400388,12/3/2018
VSH7U8I9O,12/3/2018
VSH321497,12/3/2018
VSH320354,12/3/2018
VSH250300,12/3/2018
VSH321473_OLD,12/4/2018
VSH321118_OLD,12/4/2018
VSH321531,12/4/2018
VSH312703,12/4/2018
VSH400398,12/4/2018
VSH310785,12/4/2018
VSH482090,12/5/2018
VSH444445,12/5/2018
VSHTEST312,12/6/2018
VSH321466,12/7/2018
VSH318501,12/7/2018
VSH321603,12/8/2018
VSH400394,12/8/2018
VSH321148_OLD,12/10/2018
VSH321240,12/10/2018
VSH321665_OLD,12/10/2018
VSH321479,12/11/2018
VSH321667_OLD,12/11/2018
VSH321526,12/12/2018
VSH321580,12/12/2018
VSH321583,12/12/2018
VSH321615,12/12/2018
VSH400401,12/12/2018
VSH321426,12/12/2018
VSH320471_OLD2,12/12/2018
VSH318388,12/14/2018
VSH321445_old,12/14/2018
VSH321556,12/14/2018
VSH321516,12/14/2018
VSH321559,12/17/2018
VSH321669,12/17/2018
VSH400364,12/18/2018
VSH321536,12/18/2018
VSH321666,12/18/2018
VSH321670,12/18/2018
VSH321557,12/18/2018
VSH317045,12/19/2018
VSH250114,12/20/2018
VSH400047,12/20/2018
VSH321702,12/21/2018
VSH321281,12/24/2018
VSH321684_OLD,12/24/2018
VSH400417,12/28/2018
VSH400411,12/28/2018
VSH313962,12/28/2018
VSH400372,12/28/2018
VSH318449,1/1/2019
VSH321343,1/2/2019
VSH321382,1/2/2019
VSH321567,1/2/2019
VSH400412,1/2/2019
VSH321703,1/2/2019
VSH321705,1/2/2019
VSH321704,1/2/2019
VSH400062,1/2/2019
VSH321630,1/3/2019
VSH321543,1/4/2019
VSH316736,1/4/2019
VSH317406,1/4/2019
VSH215007,1/4/2019
VSH321521,1/7/2019
VSH321503_OLD,1/7/2019
VSH321596,1/7/2019
VSH321692,1/7/2019
VSH321694,1/7/2019
VSH400397,1/7/2019
VSH311693_OLD2,1/7/2019
VSH321690,1/8/2019
VSH320783,1/9/2019
VSH321317,1/9/2019
VSH321427,1/9/2019
VSH312207,1/9/2019
VSH321735,1/9/2019
VSH321384,1/9/2019
VSH109150,1/9/2019
VSH321438_OLD,1/10/2019
VSH400407_OLD,1/10/2019
VSH321766,1/10/2019
VSH313963,1/10/2019
VSH320072,1/10/2019
VSHVALRES,1/10/2019
VSH320771,1/11/2019
VSH321598,1/11/2019
VSH400408,1/14/2019
VSH317125,1/15/2019
VSH319179,1/16/2019
VSH321314,1/16/2019
VSH400402,1/16/2019
VSH321724,1/16/2019
VSH319505,1/16/2019
VSH321793,1/16/2019
VSH209645__OLD,1/16/2019
VSH209232,1/17/2019
VSH321612,1/17/2019
VSH321747,1/17/2019
VSHNWGMA1,1/17/2019
VSH321539,1/18/2019
VSH209359_REL,1/18/2019
VSH321369,1/18/2019
VSH321576_OLD,1/21/2019
VSH321723,1/21/2019
VSH320951,1/22/2019
VSH320813_OLD,1/22/2019
VSH316969,1/22/2019
VSH535367,1/22/2019
VSH321801,1/22/2019
VSH321752,1/22/2019
VSH320314,1/22/2019
VSH321760,1/23/2019
VSH209043,1/23/2019
VSH209631__OLD,1/23/2019
VSH321399,1/24/2019
VSH400418,1/24/2019
VSH312443,1/24/2019
VSH318746,1/24/2019
VSH315326_OLD2,1/24/2019
VSH311438,1/24/2019
VSH109128,1/24/2019
VSH321594,1/25/2019
VSH314716,1/26/2019
VSH209689,1/28/2019
VSH321727,1/28/2019
VSH321740,1/28/2019
VSH400414,1/28/2019
VSH321772,1/28/2019
VSH400212,1/28/2019
VSH314389,1/29/2019
VSH321550,1/29/2019
VSH321764,1/29/2019
VSH321776,1/29/2019
VSH321775,1/29/2019
VSH400422_OLD,1/29/2019
VSH318383,1/29/2019
VSH321637,1/30/2019
VSH400416,1/30/2019
VSH209116,1/30/2019
VSH109472,1/30/2019
VSH314074,1/31/2019
VSH313316,2/1/2019
VSH314601,2/1/2019
VSH314120,2/2/2019
VSH321364,2/4/2019
VSH321585,2/4/2019
VSH321753,2/4/2019
VSH321815,2/4/2019
VSH321858,2/4/2019
VSH321725_OLD,2/5/2019
VSH321732,2/5/2019
VSH321777,2/5/2019
VSH321730,2/5/2019
VSH315594,2/5/2019
VSH321748,2/6/2019
VSH321582,2/6/2019
VSH316550,2/6/2019
VSH320603_OLD,2/7/2019
VSH986004,2/7/2019
VSH312771,2/7/2019
VSH321541,2/7/2019
VSH321530,2/7/2019
VSH321515,2/7/2019
VSH400423,2/7/2019
VSH321509_OLD2,2/8/2019
VSH321771,2/8/2019
VSH321433,2/10/2019
VSH321354,2/11/2019
VSH314931,2/11/2019
VSH321872,2/11/2019
VSH321860,2/11/2019
VSH321674,2/12/2019
VSH321554_OLD,2/13/2019
VSH321926,2/13/2019
vsh317146_OLD2,2/14/2019
VSH321658,2/14/2019
VSH321726,2/15/2019
VSH318209_OLDOLD,2/15/2019
VSH319882,2/18/2019
VSH321877,2/18/2019
VSH314322,2/18/2019
VSH321691,2/19/2019
VSH321904,2/19/2019
VSH321423_OLD,2/20/2019
VSH321907,2/20/2019
VSH321923,2/20/2019
VSH318347,2/20/2019
VSH321604,2/21/2019
VSH321650_REL,2/21/2019
VSH321029,2/22/2019
VSH321797,2/22/2019
VSH321794,2/22/2019
VSH209234,2/22/2019
VSH400410,2/25/2019
VSH312261,2/25/2019
VSH209225,2/25/2019
VSH317750,2/25/2019
VSH321813,2/25/2019
VSH321921,2/25/2019
VSH314307_REL,2/25/2019
VSH321845,2/26/2019
VSH321941,2/26/2019
VSH320100,2/26/2019
VSHQA9299,2/26/2019
VSH209684,2/26/2019
VSH321919,2/27/2019
VSH321838,2/27/2019
VSH311479_OLD,2/27/2019
VSH400287,2/28/2019
VSH400229_OLD,2/28/2019
VSH321696,2/28/2019
VSH14INT09,2/28/2019
VSH321939,2/28/2019
VSH321954,2/28/2019
VSH321982,2/28/2019
VSH318993,3/1/2019
VSH311100,3/1/2019
VSH400392,3/1/2019
VSH400395,3/1/2019
VSH321928_OLD,3/3/2019
VSH321929_OLD2,3/3/2019
VSH321700,3/4/2019
VSH321765,3/4/2019
VSH321959,3/4/2019
VSH400415,3/4/2019
VSH312075_REL,3/4/2019
VSH321936_OLD,3/5/2019
VSH321973,3/5/2019
VSH322015,3/5/2019
VSH322021,3/5/2019
VSH321761,3/6/2019
VSH312081,3/6/2019
VSHQA1234,3/6/2019
VSH310861,3/6/2019
VSH400421,3/7/2019
VSH321931,3/7/2019
VSH400420,3/7/2019
VSH321990,3/7/2019
VSH209214,3/7/2019
VSH321957,3/8/2019
VSH317808,3/8/2019
VSHQA9876,3/8/2019
VSH315182_REL,3/8/2019
VSH400413,3/13/2019
VSH321850_OLD,3/14/2019
VSH321853,3/14/2019
VSH250048,3/14/2019
VSH400389,3/14/2019
VSH250039,3/15/2019
VSH322058_OLD,3/15/2019
VSH81310732,3/18/2019
VSH322024,3/18/2019
VSH322011,3/18/2019
VSH400434,3/18/2019
VSH209260,3/18/2019
VSH400437,3/19/2019
VSH321896,3/19/2019
VSH322001,3/19/2019
VSH322110_OLD,3/19/2019
VSH321889,3/19/2019
VSH321015,3/19/2019
VSH321393,3/20/2019
VSH400400,3/20/2019
VSH318696,3/20/2019
VSH210202,3/20/2019
VSH400238,3/21/2019
VSH14INT12,3/21/2019
VSH322013,3/21/2019
VSH209563,3/21/2019
VSH321192,3/22/2019
VSH322007,3/22/2019
VSH319243_OLD2,3/22/2019
VSH209184,3/22/2019
VSHNEW228,3/25/2019
VSH322091,3/25/2019
VSH322093,3/25/2019
VSH400432,3/25/2019
VSH322112_OLD,3/25/2019
VSH313093_REL,3/25/2019
VSH317703_OLD2,3/26/2019
VSH400433,3/26/2019
VSH321819,3/27/2019
VSH321952,3/27/2019
VSH321808,3/27/2019
VSH400419,3/27/2019
VSH400431_OLD,3/27/2019
VSH400427,3/27/2019
VSH322131,3/27/2019
VSH400396,3/27/2019
VSH400384,3/28/2019
VSH400386,3/28/2019
VSH321945_OLD,3/28/2019
VSH400428,3/28/2019
VSH316470,3/29/2019
VSH209120,3/29/2019
VSH322085,3/30/2019
VSH322095,4/1/2019
VSH322097,4/1/2019
VSH322092,4/1/2019
VSH317065,4/1/2019
VSH250139,4/1/2019
VSH321439,4/2/2019
VSH321767,4/2/2019
VSH321963,4/2/2019
VSH322045,4/2/2019
VSH315086,4/2/2019
VSH322102,4/2/2019
VSH322159,4/2/2019
VSH321552,4/3/2019
VSH209683,4/3/2019
VSH316747,4/3/2019
VSH315267,4/3/2019
VSH14INT03,4/4/2019
VSH321855,4/4/2019
VSH321977,4/4/2019
VSH322012,4/4/2019
VSH322169,4/4/2019
VSH322010,4/5/2019
VSH888776,4/8/2019
VSH321978,4/8/2019
VSH321999,4/8/2019
VSH321992,4/8/2019
VSH313631__OLD,4/8/2019
VSH316984,4/8/2019
VSH321695,4/9/2019
VSH321693,4/9/2019
VSH321947,4/9/2019
VSH321922,4/9/2019
VSH322174,4/9/2019
VSH322094,4/10/2019
VSH322158,4/10/2019
VSH322125,4/11/2019
VSH316636,4/11/2019
VSH322104,4/12/2019
VSH322168,4/12/2019
VSH319088_OLD,4/12/2019
VSH313759,4/12/2019
VSH400234_OLD,4/15/2019
VSH209744,4/15/2019
VSH314041,4/15/2019
VSH400300_OLD,4/16/2019
VSH321770,4/16/2019
VSH322180,4/16/2019
VSH318826,4/16/2019
VSH321481_REL1,4/16/2019
VSH322171,4/17/2019
VSH250210_REL1,4/17/2019
VSH312064,4/17/2019
VSH313016,4/18/2019
VSH311594,4/19/2019
VSH310747,4/19/2019
VSH320357,4/19/2019
VSH321971,4/20/2019
VSH322080,4/21/2019
VSH322065,4/22/2019
VSH321290,4/22/2019
VSH313078,4/22/2019
VSH321980,4/23/2019
VSH322096,4/23/2019
VSH322173,4/23/2019
VSH321595_OLD,4/23/2019
VSH321560_REL1,4/23/2019
VSH312148,4/24/2019
VSH209605,4/25/2019
VSH321650_OLD,4/25/2019
VSH209508,4/25/2019
VSH400436,4/26/2019
VSH322170,4/26/2019
VSH312068_OLD2,4/26/2019
VSH321238_REL1,4/26/2019
VSH321468_REL1,4/26/2019
VSH400424,4/27/2019
VSH321950,4/29/2019
VSH314418_REL,4/29/2019
VSH315782_OLD2,4/29/2019
VSH320251,4/29/2019
VSHGDPR07,4/29/2019
VSH320022,4/30/2019
VSH322044,4/30/2019
VSH400439,4/30/2019
VSH322145_REL,4/30/2019
VSH322192,4/30/2019
VSH209301,4/30/2019
VSH321571,4/30/2019
VSH322019,5/1/2019
VSH322216,5/1/2019
VSH322218,5/1/2019
VSH321716,5/2/2019
VSH321785,5/2/2019
VSH322207,5/2/2019
VSHGDPR08,5/2/2019
VSH318127,5/2/2019
VSH321413_OLD,5/2/2019
VSH321817,5/3/2019
VSH321924,5/3/2019
VSH321955,5/6/2019
VSH322219,5/7/2019
VSH400438,5/7/2019
VSH322189,5/7/2019
VSH322099,5/7/2019
VSH314190,5/7/2019
VSH322014,5/8/2019
VSH322210,5/8/2019
VSH322202,5/8/2019
VSH400001,5/8/2019
VSH322251,5/8/2019
VSH315010,5/8/2019
VSH400446,5/9/2019
VSH314920,5/9/2019
VSH319174,5/9/2019
VSH322240,5/10/2019
VSH314421,5/10/2019
VSH322217,5/10/2019
VSH321932,5/11/2019
VSH322107_REL,5/13/2019
VSH322182,5/13/2019
VSH312973,5/13/2019
VSH318793_OLD3,5/13/2019
VSH322164,5/14/2019
VSH322166,5/14/2019
VSH311184_OLD2,5/14/2019
VSH400452,5/14/2019
VSH322263,5/14/2019
VSH322088,5/15/2019
VSH312702,5/15/2019
VSH322250,5/15/2019
VSH322040,5/15/2019
VSH311331,5/15/2019
VSH322229_OLD,5/16/2019
VSH400450,5/16/2019
VSH322256,5/16/2019
VSH322253,5/17/2019
VSH322260,5/19/2019
VSH322084,5/20/2019
VSH322167,5/20/2019
VSH322238_OLD,5/20/2019
VSH322241,5/20/2019
VSH400046,5/20/2019
VSH210084,5/20/2019
VSH400322,5/20/2019
VSH322116,5/21/2019
VSH322139,5/21/2019
VSH321905,5/21/2019
VSH322264,5/21/2019
VSH210008,5/22/2019
VSH321869,5/22/2019
VSH321956,5/22/2019
VSH322332,5/23/2019
VSH322334,5/23/2019
VSH321108,5/24/2019
VSH322320,5/26/2019
VSH322319,5/28/2019
VSH322321,5/28/2019
VSH400383,5/29/2019
VSH322144_OLD2,5/29/2019
VSH322283,5/29/2019
VSH321423,5/29/2019
VSH314419,5/29/2019
VSH322157,5/30/2019
VSH322317,5/30/2019
VSH322362,5/30/2019
VSH322273,5/31/2019
VSH312809,5/31/2019
VSH322274,6/2/2019
VSH322277,6/2/2019
VSH322276,6/2/2019
VSH322271,6/2/2019
VSH322083,6/3/2019
VSH322220,6/3/2019
VSH322327,6/3/2019
VSH322331,6/3/2019
VSH314942,6/3/2019
VSH316694,6/3/2019
VSH321689,6/5/2019
VSH322281,6/5/2019
VSH322310,6/5/2019
VSH322356,6/5/2019
VSH322379_REL,6/5/2019
VSH322367_REL,6/5/2019
VSH314430,6/5/2019
VSH322086,6/6/2019
VSH320452,6/6/2019
VSH322379,6/6/2019
VSH322367,6/6/2019
VSH316363,6/6/2019
VSH322316,6/7/2019
VSH319348_OLD3,6/7/2019
VSH322336,6/7/2019
VSH311541_OLD2,6/7/2019
VSH400453,6/10/2019
VSH322365_REL,6/10/2019
VSH322333,6/11/2019
VSH322361,6/11/2019
VSH322365,6/11/2019
VSH322268,6/11/2019
VSH321714,6/13/2019
VSH313348,6/13/2019
VSH322335,6/13/2019
VSH322347,6/13/2019
VSH317360,6/13/2019
VSH250230_OLD2,6/13/2019
VSH322257,6/14/2019
VSH322270,6/14/2019
VSH310848,6/14/2019
VSH311435_old2,6/14/2019
VSH322052_old2,6/18/2019
VSH311770,6/18/2019
VSH312123_PCSWAP,6/18/2019
VSH312446,6/19/2019
VSH322380,6/19/2019
VSH322221,6/19/2019
VSH322318,6/20/2019
VSH322385,6/20/2019
VSH322172,6/21/2019
VSH322141,6/24/2019
VSH316133_OLD3,6/25/2019
VSH322429,6/25/2019
VSH400343,6/25/2019
VSH322032,6/26/2019
VSH322246,6/26/2019
VSH322266,6/26/2019
VSH322292,6/26/2019
VSH322398,6/27/2019
VSH314426,6/27/2019
VSH321659,6/27/2019
VSH318824,6/27/2019
VSH321390,6/28/2019
VSH322404_OLD,6/28/2019
VSH322278_OLD,7/1/2019
VSH320109,7/1/2019
VSH322307,7/1/2019
VSH322393,7/1/2019
VSH312709_OLD2,7/1/2019
VSH321902,7/2/2019
VSH322438,7/2/2019
VSH311099,7/2/2019
VSH313667,7/2/2019
VSH322355,7/3/2019
VSH400459,7/3/2019
VSH321810,7/4/2019
VSH322486,7/4/2019
VSH322485,7/4/2019
VSH322299_OLD,7/5/2019
VSH322363,7/7/2019
VSH322390,7/8/2019
VSH322405,7/8/2019
VSH321460,7/8/2019
VSH322422,7/8/2019
VSH322107,7/8/2019
VSH316860,7/9/2019
VSH318266_OLD2,7/9/2019
VSH319686,7/9/2019
VSH400422,7/9/2019
VSH322439,7/10/2019
VSH322417,7/10/2019
VSH322483,7/10/2019
VSH400292,7/10/2019
VSH316342_OLD2,7/10/2019
VSH320475_OLD2,7/10/2019
VSH312135,7/10/2019
VSH322323,7/11/2019
VSH322383,7/11/2019
VSH322406,7/11/2019
VSH312553,7/11/2019
VSH322482,7/11/2019
VSH322206,7/12/2019
VSH312021,7/12/2019
VSH322501,7/12/2019
VSH317445_REL,7/12/2019
VSH311661_old2,7/12/2019
VSH321884,7/15/2019
VSH322440_OLD,7/15/2019
VSH316431,7/15/2019
VSH209451,7/15/2019
VSH322430,7/16/2019
VSH322412,7/16/2019
VSH322511,7/16/2019
VSH321643,7/16/2019
VSH400455,7/17/2019
VSH14INT07,7/18/2019
VSHNEWGDP,7/18/2019
VSH318471,7/18/2019
VSH400309,7/18/2019
VSH322504,7/18/2019
VSH400407,7/18/2019
VSH319511,7/18/2019
VSH322245,7/19/2019
VSH322291,7/19/2019
VSH322413,7/19/2019
VSH322443_OLD,7/19/2019
VSH322233,7/19/2019
VSH322400,7/19/2019
VSH322503,7/21/2019
VSH322507,7/22/2019
VSH319549,7/22/2019
VSH400457,7/23/2019
VSH319427,7/23/2019
VSH317784__OLD,7/23/2019
VSH322360,7/24/2019
VSH322414,7/24/2019
VSH322492_old,7/24/2019
VSH322444_OLD,7/24/2019
VSH314371,7/24/2019
VSH322517,7/24/2019
VSH318122_OLD3,7/24/2019
VSH322137,7/25/2019
VSH322297,7/25/2019
VSH322348,7/25/2019
VSH322445,7/25/2019
VSH322441_OLD,7/25/2019
VSH322505,7/25/2019
VSH322518,7/26/2019
VSH322516,7/26/2019
VSH318190,7/26/2019
VSH314946,7/26/2019
VSH301100,7/26/2019
VSH400044,7/29/2019
VSH322252,7/29/2019
VSH321089,7/29/2019
VSH321087,7/29/2019
VSH322500_old,7/29/2019
VSH316341_OLD,7/29/2019
VSH321787_OLD3,7/30/2019
VSH322294,7/30/2019
VSH400451,7/30/2019
VSH322522,7/30/2019
VSH322523,7/30/2019
VSH322525,7/30/2019
VSH322510_REL,7/30/2019
VSHBILL01,7/31/2019
VSH866I29,7/31/2019
VSH322136_OLD,7/31/2019
VSH322305,7/31/2019
VSH322373,7/31/2019
VSHBILLY04,7/31/2019
VSH322493,8/1/2019
VSH322524,8/1/2019
VSH319222,8/1/2019
VSH311796,8/2/2019
VSH319692,8/2/2019
VSH250144_OLD2,8/2/2019
VSH318811,8/3/2019
VSH322533,8/5/2019
VSH499623,8/5/2019
VSH321796,8/6/2019
VSH314354,8/6/2019
VSH209979,8/6/2019
VSH322499,8/6/2019
VSH319354_OLD,8/6/2019
VSH321564,8/7/2019
VSH322033,8/7/2019
VSH322306_OLD,8/7/2019
VSH322488,8/7/2019
VSH315989,8/7/2019
VSH314618,8/7/2019
VSH320671,8/7/2019
VSH318119,8/7/2019
VSH321816,8/8/2019
VSH312786,8/8/2019
VSH322306,8/8/2019
VSH322452_OLD,8/9/2019
VSH314894,8/9/2019
VSH322547,8/12/2019
VSH322528,8/12/2019
VSHGDPR01,8/13/2019
VSH322487,8/13/2019
VSH322564,8/13/2019
VSH318246,8/13/2019
VSH322458,8/14/2019
VSH315891,8/14/2019
VSH499213,8/15/2019
VSH319982,8/16/2019
VSH320800,8/16/2019
VSH322366,8/19/2019
VSH322527,8/19/2019
VSH320617,8/19/2019
VSH312155_OLD2,8/19/2019
VSH311736,8/20/2019
VSH400363,8/20/2019
VSH400261_OLD2,8/20/2019
VSH318376,8/20/2019
VSH311946,8/20/2019
VSH322502,8/21/2019
VSH315602,8/21/2019
VSH400070_OLD,8/22/2019
VSH322364,8/26/2019
VSH322626_REL,8/26/2019
VSH312705,8/26/2019
VSH313219,8/26/2019
VSH322631,8/26/2019
VSH320703,8/26/2019
VSH322374,8/27/2019
VSH322611,8/27/2019
VSH322584,8/28/2019
VSH400435,8/28/2019
VSH315019,8/28/2019
VSHOFFLIN1,8/29/2019
VSH322541,8/29/2019
VSH317468,8/29/2019
VSH321665,8/29/2019
VSH322454,9/3/2019
VSH322580_old,9/3/2019
VSH322474,9/4/2019
VSH322526,9/4/2019
VSH322659,9/4/2019
VSH322653,9/4/2019
VSH316567,9/4/2019
VSH311520,9/5/2019
VSH310460__old,9/5/2019
VSH322475,9/6/2019
VSH109109,9/6/2019
VSH250052,9/6/2019
VSH311902,9/6/2019
VSH002309,9/6/2019
VSH312291,9/6/2019
VSH109110,9/6/2019
VSH318861,9/9/2019
VSH322224_REL,9/10/2019
VSH322484,9/10/2019
VSH322477_OLD,9/10/2019
VSH322663_OLD,9/10/2019
VSH318573,9/10/2019
VSH316758_OLD2,9/10/2019
VSH322606,9/11/2019
VSH322614_REL,9/12/2019
VSH312697,9/12/2019
VSH313087,9/16/2019
VSH322689,9/16/2019
VSH316857,9/17/2019
VSH322453,9/17/2019
VSH322495,9/18/2019
VSH313928,9/18/2019
VSH323243,9/19/2019
VSH322644,9/19/2019
VSH322609,9/20/2019
VSH316051,9/20/2019
VSH312683,9/20/2019
VSH312521,9/21/2019
VSH322562,9/23/2019
VSH319296,9/23/2019
VSH312324_old,9/23/2019
VSH32268_0LD,9/24/2019
VSH319240,9/24/2019
VSH322778_REL,9/24/2019
VSH322629_OLD,9/25/2019
VSH400454,9/25/2019
VSH400120,9/25/2019
VSH209064,9/26/2019
VSH322608,9/26/2019
VSH322673,9/26/2019
VSH322753,9/26/2019
VSH322581,9/27/2019
VSH321824,9/30/2019
VSH320422,9/30/2019
VSH312245,10/1/2019
VSH322651_OLD,10/1/2019
VSH322772,10/1/2019
VSH400253,10/1/2019
VSH312324,10/1/2019
VSH318751_OLD,10/2/2019
VSH322676,10/2/2019
VSH322781_REL,10/3/2019
VSH322803,10/3/2019
VSH322752,10/3/2019
VSH319574,10/3/2019
VSH322674,10/4/2019
VSH321072_OLD,10/5/2019
VSH317720,10/6/2019
VSH320219,10/8/2019
VSH312802_OLD,10/9/2019
VSH322783,10/9/2019
VSH400118,10/9/2019
VSH400313,10/9/2019
VSH322628,10/10/2019
VSH313216,10/10/2019
VSH400462_OLD,10/11/2019
VSH322477,10/11/2019
VSH322807,10/13/2019
VSH322582,10/14/2019
VSH322666,10/15/2019
VSH322815,10/15/2019
VSH318087,10/15/2019
VSH322258,10/16/2019
VSH312289,10/16/2019
VSH322804,10/16/2019
VSH312203,10/16/2019
VSHBILLY02,10/17/2019
VSH322796,10/18/2019
VSH322757_OLD,10/18/2019
VSH316133,10/19/2019
VSH322802,10/21/2019
VSH322747,10/21/2019
VSH322692,10/22/2019
VSH322701,10/22/2019
VSH322839,10/22/2019
VSH322795,10/23/2019
VSH320687,10/23/2019
VSH310824,10/23/2019
VSH315667,10/24/2019
VSH314785,10/24/2019
VSH322576,10/25/2019
VSH322749,10/25/2019
VSH313362__OLD,10/25/2019
VSH318269,10/28/2019
VSH313766,10/29/2019
VSH322813,10/29/2019
VSH313538__OLD,10/29/2019
VSH322561,10/30/2019
VSH322823,10/30/2019
VSH322806,10/30/2019
VSH310737,11/1/2019
VSH322824,11/4/2019
VSH322884,11/4/2019
VSH322821,11/5/2019
VSH317856,11/5/2019
VSH322863,11/6/2019
VSH319488,11/6/2019
VSH322570,11/7/2019
VSH322822,11/7/2019
VSH322856,11/7/2019
VSH319494,11/7/2019
VSH322896,11/8/2019
VSH322904,11/11/2019
VSH322911_old,11/11/2019
VSH311446,11/11/2019
VSH400458,11/12/2019
VSH322790,11/12/2019
VSH322897,11/13/2019
VSH322925,11/13/2019
VSH322717,11/13/2019
VSH322927,11/13/2019
VSH400300,11/13/2019
VSH400374,11/15/2019
VSH322913,11/15/2019
VSH322965_OLD,11/15/2019
VSH322559,11/18/2019
VSH322849,11/19/2019
VSH322909,11/19/2019
VSH322725,11/19/2019
VSH315836,11/19/2019
VSH317304,11/19/2019
VSH322906,11/20/2019
VSH322825,11/21/2019
VSH322846,11/21/2019
VSH322544,11/25/2019
VSH322775,11/25/2019
VSH315286,11/26/2019
VSH322940,11/26/2019
VSH322941,11/26/2019
VSH319800_old2,11/26/2019
VSH317784,11/26/2019
VSH322905,11/28/2019
VSH322106_OLD2,11/29/2019
VSH322914,12/2/2019
VSH322916,12/2/2019
VSH321023,12/2/2019
VSH314583_OLD,12/2/2019
VSH321657,12/3/2019
VSH322920,12/3/2019
VSH312648,12/3/2019
VSH209359,12/3/2019
VSH322976,12/4/2019
VSH322891,12/5/2019
VSH312265,12/5/2019
VSH322838,12/6/2019
VSH322720,12/6/2019
VSH322990,12/6/2019
VSH315044_OLD2,12/7/2019
VSH322974,12/7/2019
VSH321818,12/9/2019
VSH315347,12/9/2019
VSH400079,12/10/2019
VSH322996_OLD,12/10/2019
VSH322970,12/11/2019
VSH322989,12/12/2019
VSH322997,12/12/2019
VSH321436,12/12/2019
VSH311721,12/12/2019
VSH311261,12/12/2019
VSH322766,12/12/2019
VSH322776,12/13/2019
VSH321667,12/13/2019
VSH322397,12/16/2019
VSH322797,12/17/2019
VSH209528,12/17/2019
VSH320925,12/17/2019
VSH311997,12/17/2019
VSHNONGMA,12/17/2019
VSH317044,12/18/2019
VSH316481_OLD3,12/18/2019
VSH322958,12/18/2019
VSH323012,12/19/2019
VSH322702,12/19/2019
VSH250230_OLD3,12/19/2019
VSH315920,12/20/2019
VSH323045,12/20/2019
VSH322986,12/21/2019
VSH322959,12/27/2019
VSH316050__OLD,12/30/2019
VSH319396,1/2/2020
VSH99774242,1/3/2020
VSH311759,1/3/2020
VSHBILLY03,1/6/2020
VSH316166,1/7/2020
VSH323060,1/7/2020
VSH322808,1/8/2020
VSH313637,1/8/2020
VSH322827,1/8/2020
VSH317838,1/8/2020
VSH209989,1/9/2020
VSH323064,1/9/2020
VSH312369,1/9/2020
VSH322928,1/10/2020
VSH322975,1/10/2020
VSH323036_OLD,1/10/2020
VSH323020,1/10/2020
VSH322841,1/13/2020
VSH322554,1/15/2020
VSH323061,1/15/2020
VSH323062,1/15/2020
VSH323063,1/15/2020
VSH322665,1/15/2020
VSH322481,1/16/2020
VSH322835,1/16/2020
VSH323065,1/17/2020
VSH323066,1/17/2020
VSHBOB004,1/17/2020
VSH311480,1/17/2020
VSH310572,1/20/2020
VSH323038,1/20/2020
VSH323000,1/20/2020
VSH322145,1/20/2020
VSH314418,1/20/2020
VSH322614,1/20/2020
VSH322555,1/21/2020
VSH323091,1/21/2020
VSH209583,1/21/2020
VSH323044,1/22/2020
VSH314357,1/22/2020
VSH322514_OLD2,1/22/2020
VSH210305,1/22/2020
VSH209465,1/22/2020
VSH318231,1/23/2020
VSH209525,1/23/2020
VSH323095,1/24/2020
VSH313228,1/24/2020
VSH316160,1/25/2020
VSH323003,1/27/2020
VSH323050,1/27/2020
VSH322529,1/28/2020
VSH323088,1/28/2020
VSH323104,1/28/2020
VSH323059,1/29/2020
VSH317579,1/29/2020
VSH322751,1/30/2020
VSH323110,2/3/2020
VSH320082,2/3/2020
VSH318542,2/4/2020
VSH323092,2/4/2020
VSH500263,2/4/2020
VSH317245,2/4/2020
VSH322947,2/5/2020
VSH323096,2/5/2020
VSH320878,2/6/2020
VSH322982,2/7/2020
VSH316962,2/8/2020
VSH400233,2/10/2020
VSH210092,2/10/2020
VSH323098_REL,2/12/2020
VSH323147,2/12/2020
VSH323145,2/12/2020
VSH323101_old,2/13/2020
VSH323146,2/13/2020
VSH400431,2/13/2020
VSH323108,2/14/2020
VSH318621,2/14/2020
VSH318003,2/17/2020
VSH322229_OLD2_R,2/18/2020
VSH314484,2/19/2020
VSH322946,2/19/2020
VSH322229,2/20/2020
VSH323130,2/20/2020
VSH312329,2/20/2020
VSH323107,2/24/2020
VSH760001,2/25/2020
VSH322840,2/25/2020
VSH323142,2/25/2020
VSH400198,2/26/2020
VSH318735,2/27/2020
VSH322672,2/28/2020
VSH323084,3/3/2020
VSH400464,3/3/2020
VSH321684,3/3/2020
VSH323165,3/4/2020
VSH311531,3/5/2020
VSH9966602,3/6/2020
VSH323097,3/6/2020
VSH323143,3/6/2020
VSH323138,3/6/2020
VSH323171,3/11/2020
VSH250217,3/11/2020
VSH315569,3/11/2020
VSH323079,3/12/2020
VSH317109,3/12/2020
VSH315517,3/13/2020
VSH322629,3/13/2020
VSH323167,3/16/2020
VSH322932,3/17/2020
VSH320233,3/17/2020
VSH323160,3/19/2020
VSH250210,3/19/2020
VSH501016,3/20/2020
VSH323161,3/20/2020
VSH314282,3/23/2020
